Altura,Coloração Shiny,Descrição,Espécie,Imagem,Linha Evolutiva,Nome,Nome Japonês,Nº,Peso,Tipo
"0,7 m (204)",https://www.serebii.net/Shiny/SM/453.png,"O líquido excretado de seu dedo, apesar de venenoso, é um  			ingrediente importante nos remédios para dor nas costas. Ele tenta  			pegar inimigos desprevenidos para espetá-los com os dedos tóxicos.",Pokémon Boca Tóxica,https://pokemythology.net/conteudo/imgs/dw/453.png,Croagunk > lv. 37 > Toxicroak,Croagunk,Gregguru,0,"23,0 kg (50.7 lbs)",Veneno/Lutador
"1,3 m (403)",https://www.serebii.net/Shiny/SM/454.png,"Tem um saco de veneno em sua garganta. Quando coaxa, o veneno  			armazenado é agitado para maior potência. Sua garras secretam uma  			toxina tão vil que mesmo um arranhão pode ser fatal.",Pokémon Boca Tóxica,https://pokemythology.net/conteudo/imgs/dw/454.png,Croagunk > lv. 37 > Toxicroak,Toxicroak,Dokurogu,0,"44,4 kg (97.9 lbs)",Veneno/Lutador
"1,4 m (407)",https://www.serebii.net/Shiny/SM/455.png,Ele anda por aí sobre seus tentáculos em busca de um galho de  			árvore onde ele pode oscilar para baixo e emboscar surpresa. Ele  			aguarda a presa com a boca totalmente aberta.,Pokémon Planta Carnívora,https://pokemythology.net/conteudo/imgs/dw/455.png,Não Evolui,Carnivine,Masukippa,0,"27,0 kg (59.5 lbs)",Planta
"0,4m (104)",https://www.serebii.net/Shiny/SM/456.png,"O modo como suas duas caudas vibram enquanto ele nada lhe rendeu o  			apelido de ""Beautifly do Mar"". À noite, as marcas sobre sua caudas  			brilham suavemente.",Pokémon Peixe Asa,https://pokemythology.net/conteudo/imgs/dw/456.png,Finneon > lv. 31 > Lumineon,Finneon,Keikouo,0,"7,0 kg (15.4 lbs)",Água
"1,2 m (311)",https://www.serebii.net/Shiny/SM/457.png,Rasteja ao longo do fundo do mar usando suas longas  			nadadeiras frontais  como pernas. Compete por comida com Lanturn.  			Lumineon nadando na escuridão do mar profundo parece com as estrelas  			brilhando no céu noturno.,Pokémon Neon,https://pokemythology.net/conteudo/imgs/dw/457.png,Finneon > lv. 31 > Lumineon,Lumineon,Neorantu,0,"24,0 kg (52.9 lbs)",Água
"1,0 m (303)",https://www.serebii.net/Shiny/SM/458.png,Os cientistas descobriram que as distintas manchas em suas  			costas diferem por região. As mais famosas são as de Sinooh e de  			Johto que são basicamente iguais. As pessoas organizam excursões  			para ver este pokémon brincar no topo das ondas com os Remoraids.,Pokémon Pipa,https://pokemythology.net/conteudo/imgs/dw/458.png,Mantyke > Subir lv.  			com Remoraid > Mantine,Mantyke,Tamanta,0,"65,0 kg (143.3 lbs)",Água/Voador
"1,0 m (303)",https://www.serebii.net/Shiny/SM/459.png,"Durante as estações frias e com neve, ele migra para partes mais  			baixas da montanha. Ele retorna ao cume coberto de neve na  			primavera.",Pokémon Árvore Congelada,https://pokemythology.net/conteudo/imgs/dw/459.png,Snover > lv. 40 > Abomasnow,Snover,Yukikaburi,0,"50,5 kg (111.3 lbs)",Planta/Gelo
"2,2 m (703)",https://www.serebii.net/Shiny/SM/460.png,"Ele vive uma vida tranquila nas montanhas que estão  			perpetuamente cobertos de neve. Ele se esconde provocando nevascas,  			o que lhe acarretou o apelido de monstro do gelo.",Pokémon Árvore Congelada,https://pokemythology.net/conteudo/imgs/dw/460.png,Snover > lv. 40 > Abomasnow,Abomasnow,Yukinooh,0,"135,5 kg (298.7 lbs)",Planta/Gelo
"1,1 m (307)",https://www.serebii.net/Shiny/SM/461.png,"Utilizando as suas  			garras, ele deixa marcas em árvores, pedras ou mesmo no gelo para se  			comunicar com os outros de sua espécie. Geralmente saem para caçar  			em grupos.",Pokémon Garra Afiada,https://pokemythology.net/conteudo/imgs/dw/461.png,Sneasel > Subir lv.  			com Razor Claw à noite > Weavile,Weavile,Manyula,0,"34,0 kg (75.0 lbs)",Noturno/Gelo
"1,2 m (311)",https://www.serebii.net/Shiny/SM/462.png,"Este pokémon evoluiu  			após ter sido exposto a um campo magnético especial, mudando  			totalmente a estrutura molecular de Magneton. Ele possui três imãs  			que geram magnetismo.",Pokémon Área de Imã,https://pokemythology.net/conteudo/imgs/dw/462.png,Magnemite > lv. 30 >  			Magneton > Subir lv. perto de rochas magnéticas > Magnezone,Magnezone,Jibacoil,0,"180,0 kg (396.8 lbs)",Elétrico/Metálico
"1,7 m (507)",https://www.serebii.net/Shiny/SM/463.png,Ele possui um  			cantinho especial em sua garganta onde guarda sua enorme língua. Ele  			envolve as coisas que encontra com ela. Sua saliva pode decompor  			objetos ou mesmo causar sonolência.,Pokémon Lambedor,https://pokemythology.net/conteudo/imgs/dw/463.png,Lickitung > aprender  			Rollout e subir lv. > Lickilicky,Lickilicky,Beruberuto,0,"140,0 kg (308.6 lbs)",Normal
"2,4 m (710)",https://www.serebii.net/Shiny/SM/464.png,Ele gosta de por  			pedras nos buracos que possui nas palmas das mãos para em seguida  			dispará-las contraindo os músculos de seus braços. Alguns Geodudes  			acabam sendo arremessados por engano. Sua carapaça pode suportar  			erupções vulcânicas.,Pokémon Broca,https://pokemythology.net/conteudo/imgs/dw/464.png,Rhyhorn > lv. 42 >  			Rhydon > Troca com Protector > Rhyperior,Rhyperior,Dosaidon,0,"282,8 kg (623.5 lbs)",Terra/Pedra
"2,0 m (607)",https://www.serebii.net/Shiny/SM/465.png,"Ele envolve suas  			presas com seus braços feito de vinhas. Para ele não é problema ter  			os seus braços arrancados pois as vinhas crescerão de novo. Suas  			vinhas crescem muito no calor, encobrindo até o seus olhos.",Pokémon Vinha,https://pokemythology.net/conteudo/imgs/dw/465.png,Tangela > aprender  			Ancient Power e subir lv. > Tangrowth,Tangrowth,Mojambo,0,"128,6 kg (283.5 lbs)",Planta
"1,8 m (511)",https://www.serebii.net/Shiny/SM/466.png,"Não importa o que  			estiver o atingindo, Electivire irá se aproximar do inimigo e  			colocar os seus dois rabos nele, descarregando um choque de alta  			tensão. Faíscas azuis saem de seus chifres quando está aumentando  			sua eletricidade.",Pokémon Raio de Trovão,https://pokemythology.net/conteudo/imgs/dw/466.png,Elekid > lv. 30 >  			Electabuzz > Troca com Electirizer > Electivire,Electivire,Elekible,0,"138,6 kg (305.6 lbs)",Elétrico
"1,6 m (503)",https://www.serebii.net/Shiny/SM/467.png,Magmortar pode  			recolher as suas garras e transformar o seu braço num canhão capaz  			de disparar bolas de fogo de até 2000ºC. Ele vive em crateras  			vulcânicas.,Pokémon Explosão,https://pokemythology.net/conteudo/imgs/dw/467.png,Magby > lv. 30 >  			Magmar > Troca com Magmarizer > Magmortar,Magmortar,Buuburn,0,"68,0 kg (149.9 lbs)",Fogo
"1,5 m (411)",https://www.serebii.net/Shiny/SM/468.png,"Togekiss nunca  			aparecerá onde houver a discórdia. Recentemente, tornou-se um  			pokémon raro de ser visto. Ele compartilha muitas bênçãos com as  			pessoas que respeitam os direitos umas das outras e evitam conflitos  			desnecessários.",Pokémon Júbilo,https://pokemythology.net/conteudo/imgs/dw/468.png,Togepi > Felicidade >  			Togetic > Pedra do Brilho > Togekiss,Togekiss,Togekiss,0,"38,0 kg (83.8 lbs)",Fada/Voador
"1,9 m (603)",https://www.serebii.net/Shiny/SM/469.png,Suas asas são fortes  			o bastante para aguentar uma pessoa adulta nas costas. As asas de  			sua cauda ajudam a equilibrá-lo no ar. Com o seu bater de asas  			consegue criar ondas de choque.,Pokémon Ogro Danado,https://pokemythology.net/conteudo/imgs/dw/469.png,Yanma > aprender  			Ancient Power e subir lv. > Yanmega,Yanmega,Megayanma,0,"51,5 kg (113.5 lbs)",Inseto/Voador
"1,0 m (303)",https://www.serebii.net/Shiny/SM/470.png,"Assim como as  			plantas, Leafeon faz fotossíntese. Por esta razão, está sempre  			cercado por um ar puro. Procura sempre dormir exposto à luz do sol.",Pokémon Verdejante,https://pokemythology.net/conteudo/imgs/dw/470.png,Eevee > > Pedra do Água > Vaporeon > Pedra do Trovão > Jolteon > Pedra do Fogo > Flareon > Felicidade de dia > Espeon > Felicidade à noite > Umbreon > Subir lv. perto da Moss Rock > Leafeon > Subir lv. perto da Ice Rock > Glaceon > Golpe fada e vínculo no Pokémon Amie  >  					Sylveon,Leafeon,Leafia,0,"25,5 kg (56.2 lbs)",Planta
"0,8 m (207)",https://www.serebii.net/Shiny/SM/471.png,"Ele consegue formar  			pequenos cristais de gelo ao seu redor que baixa a temperatura da  			atmosfera que o rodeia. Como forma de proteção, ele congela a sua  			pele para deixar os seus pelos espetados.",Pokémon Neve Fresca,https://pokemythology.net/conteudo/imgs/dw/471.png,Eevee > > Pedra do Água > Vaporeon > Pedra do Trovão > Jolteon > Pedra do Fogo > Flareon > Felicidade de dia > Espeon > Felicidade à noite > Umbreon > Subir lv. perto da Moss Rock > Leafeon > Subir lv. perto da Ice Rock > Glaceon > Golpe fada e vínculo no Pokémon Amie  >  					Sylveon,Glaceon,Glacia,0,"25,9 kg (57.1 lbs)",Gelo
"2,0 m (607)",https://www.serebii.net/Shiny/SM/472.png,"Se ele conseguir  			pegar mesmo uma leve brisa, poderá dar uma volta no globo sem bater  			as asas uma vez sequer. Ele se pendura de ponta-cabeça nos galhos  			com o seu rabo.",Pokémon Presa de Escorpião,https://pokemythology.net/conteudo/imgs/dw/472.png,Gligar > Subir lv.  			com Razor Fang > Gliscor,Gliscor,Glion,0,"42,5 kg (93.7 lbs)",Terra/Voador
"2,5 m (802)",https://www.serebii.net/Shiny/SM/473.png,Este pokémon pôde se  			proliferar durante a era do gelo. Sua população foi reduzida após o  			calor ter consumido seu habitat. Ele possui presas impressionantes  			feitas de gelo.,Pokémon Presas Gêmeas,https://pokemythology.net/conteudo/imgs/dw/473.png,Swinub > lv. 33 >  			Piloswine > aprender Ancient Power e subir lv. > Mamoswine,Mamoswine,Manmuu,0,"291,0 kg (641.5 lbs)",Gelo/Terra
"0,9 m (211)",https://www.serebii.net/Shiny/SM/474.png,"Um software foi  			adicionado com o intuito de melhorar este pokémon, permitindo-lhe  			viajar por dimensões alienígenas. No entanto, não saiu conforme  			planejado, começou a atuar de maneira estranha.",Pokémon Virtual,https://pokemythology.net/conteudo/imgs/dw/474.png,Porygon > Troca com  			Up-Grade > Porygon2 > Troca com Dubious Disc > Porygon-Z,Porygon-Z,PorygonZ,0,"34,0 kg (75.0 lbs)",Normal
"1,6 m (503)",https://www.serebii.net/Shiny/SM/475.png,"Um grande mestre  			espadachim, ele utiliza seus cotovelos como espadas para batalhar.  			Como pode pressentir o que seu adversário pensa, empenha-se para  			acertar o seu golpe antes.",Pokémon Lâmina,https://pokemythology.net/conteudo/imgs/dw/475.png,Ralts > lv. 20 > Kirlia > > lv. 30 > Gardevoir > ♂ > Pedra do Amanhecer > Gallade,Gallade,Erureido,0,"52,0 kg (114.6 lbs)",Psíquico/Lutador
"1,4 m (407)",https://www.serebii.net/Shiny/SM/476.png,"Ele pode manipular  			livremente os seus três mini-narizes usando a força magnética. Com  			eles, ataca os adversários de três direções. Juntos ao seu grande  			nariz, formam uma perfeita bússola com os quatro pontos cardeais.",Pokémon Bússola,https://pokemythology.net/conteudo/imgs/dw/476.png,Nosepass > Subir lv.  			perto de rochas magnéticas > Probopass,Probopass,Dainoosu,0,"340,0 kg (749.6 lbs)",Pedra/Metálico
"2,2 m (703)",https://www.serebii.net/Shiny/SM/477.png,A antena de sua  			cabeça pode captar ondas de rádio vindas do mundo dos espíritos  			quando estes querem se comunicar com as pessoas em seu redor. Dizem  			que este pokémon é responsável por direcionar os espíritos perdidos.,Pokémon Prendedor,https://pokemythology.net/conteudo/imgs/dw/477.png,Duskull > lv. 37 >  			Dusclops > Troca com Reaper Cloth > Dusknoir,Dusknoir,Yonowaaru,0,"106,6 kg (235.0 lbs)",Fantasma
"1,3 m (403)",https://www.serebii.net/Shiny/SM/478.png,Ela é capaz de  			congelar seus adversários assoprando um ar gélido de -15ºC.  			Aparentemente seu corpo é vazio por dentro. Lendas dizem que uma  			mulher que havia se perdido numa montanha congelada renasceu como  			uma Froslass.,Pokémon Terreno de Neve,https://pokemythology.net/conteudo/imgs/dw/478.png,Snorunt > > lv. 42 > Glalie > ♀ > Pedra do Amanhecer > Froslass,Froslass,Yukimenoko,0,"26,6 kg (58.6 lbs)",Gelo/Fantasma
"0,3 m (100)",https://www.serebii.net/Shiny/SM/479.png,"Seu corpo é composto  			de plasma. Ele consegue se infiltrar em dispositivos eletrônicos e  			assumir o seu controle, a fim de causar travessuras. Pesquisadores  			indicam que ele poderia ser a fonte de alimentação de um motor  			único.",Pokémon Plasma,https://pokemythology.net/conteudo/imgs/dw/479.png,Não Evolui,Rotom,Rotom,0,"0,3 kg (0.7 lbs)",Elétrico/Fantasma
"0,3 m (100)",https://www.serebii.net/Shiny/SM/479-h.png,"Ao se apossar de  			algum forno microondas, Rotom adquire habilidades de fogo, devido ao  			calor gerado por este utensílio. Sua aura elétrica torna-se  			vermelha.",Pokémon Plasma,https://pokemythology.net/conteudo/imgs/dw/479-heat.png,Não Evolui,Rotom (Forma Calor),Rotom,0,"0,3 kg (0.7 lbs)",Elétrico/Fogo
"0,3 m (100)",https://www.serebii.net/Shiny/SM/479-w.png,"Ao se apossar de uma  			máquina de lavar roupas, Rotom adquire habilidades aquáticas, devido  			à água que esta máquina possui. Sua aura elétrica torna-se azul.",Pokémon Plasma,https://pokemythology.net/conteudo/imgs/dw/479-wash.png,Não Evolui,Rotom (Forma Lavagem),Rotom,0,"0,3 kg (0.7 lbs)",Elétrico/Água
"0,3 m (100)",https://www.serebii.net/Shiny/SM/479-f.png,"Ao se apossar de  			algum refrigerador, Rotom adquire habilidades de gelo, devido ao  			frio que este eletrodoméstico faz. Sua aura elétrica torna-se  			azul-claro.",Pokémon Plasma,https://pokemythology.net/conteudo/imgs/dw/479-frost.png,Não Evolui,Rotom (Forma Congelado),Rotom,0,"0,3 kg (0.7 lbs)",Elétrico/Gelo
"0,3 m (100)",https://www.serebii.net/Shiny/SM/479-s.png,"Ao se apossar de  			algum ventilador, Rotom adquire habilidades voadoras, devido ao  			vento causado por este aparelho. Sua aura elétrica torna-se amarela.",Pokémon Plasma,https://pokemythology.net/conteudo/imgs/dw/479-spin.png,Não Evolui,Rotom (Forma Ventilador),Rotom,0,"0,3 kg (0.7 lbs)",Elétrico/Voador
"0,3 m (100)",https://www.serebii.net/Shiny/SM/479-m.png,"Ao se apossar de um  			cortador de grama, Rotom adquire habilidades do tipo planta, devido  			às folhas que esse equipamento consome. Sua aura elétrica torna-se  			verde.",Pokémon Plasma,https://pokemythology.net/conteudo/imgs/dw/479-cut.png,Não Evolui,Rotom (Forma Cortador),Rotom,0,"0,3 kg (0.7 lbs)",Elétrico/Planta
"0,3 m (100)",https://www.serebii.net/Shiny/SM/480.png,"Segundo algumas  			fontes, este pokémon forneceu às pessoas a inteligência necessária  			para resolver diversos problemas. Ele é conhecido como ""o ser do  			conhecimento"".",Pokémon Conhecimento,https://pokemythology.net/conteudo/imgs/dw/480.png,Lendário,Uxie,Yukishii,0,"0,3 kg (0.7 lbs)",Psíquico
"0,3 m (100)",https://www.serebii.net/Shiny/SM/481.png,"Dizem que este  			pokémon foi o responsável por dotar o coração dos humanos com  			sentimentos, como a alegria e a tristeza. Ele é conhecido como ""o  			ser da emoção"".",Pokémon Emoção,https://pokemythology.net/conteudo/imgs/dw/481.png,Lendário,Mesprit,Emuritto,0,"0,3 kg (0.7 lbs)",Psíquico
"0,3 m (100)",https://www.serebii.net/Shiny/SM/482.png,"De acordo com a  			mitologia, este pokémon entregou aos homens a determinação  			necessária para enfrentar qualquer uma das dificuldades da vida. Ele  			é conhecido como ""o ser da força de vontade"".",Pokémon Vontade,https://pokemythology.net/conteudo/imgs/dw/482.png,Lendário,Azelf,Agnome,0,"0,3 kg (0.7 lbs)",Psíquico
"5,4 m (1709)",https://www.serebii.net/Shiny/SM/483.png,Este pokémon pode  			controlar completamente o fluxo do tempo. Ele usa o seu poder para  			viajar à vontade pelo passado e futuro. Ele habita a dimensão do  			tempo.,Pokémon Temporal,https://pokemythology.net/conteudo/imgs/dw/483.png,Lendário,Dialga,Diaruga,0,"683,0 kg (1505.8 lbs)",Metálico/Dragão
"4,2 m (1309)",https://www.serebii.net/Shiny/SM/484.png,"Este pokémon tem o  			total controle sobre as fronteiras do espaço, podendo se transportar  			facilmente para lugares distantes. Ele habita a dimensão do espaço.",Pokémon Espacial,https://pokemythology.net/conteudo/imgs/dw/484.png,Lendário,Palkia,Parukia,0,"336,0 kg (740.8 lbs)",Água/Dragão
"1,7 m (507)",https://www.serebii.net/Shiny/SM/485.png,Um sangue tão  			fervente quanto o magma circula pelo corpo de Heatran. Ele só não é  			totalmente metalizado pois seu calor interior acaba derretendo parte  			do corpo. Ele vive em cavernas vulcânicas.,Pokémon Cúpula de Lava,https://pokemythology.net/conteudo/imgs/dw/485.png,Lendário,Heatran,Hiidoran,0,"430,0 kg (948.0 lbs)",Fogo/Metálico
"3,7 m (1202)",https://www.serebii.net/Shiny/SM/486.png,"Acredita-se que ele  			tenha dado forma a Regirock, Regice e Registeel usando barro, gelo e  			magma. Tentou fazer deles a sua imagem e semelhança. É conhecido por  			ter arrastado continentes puxando-os com cordas.",Pokémon Colossal,https://pokemythology.net/conteudo/imgs/dw/486.png,Lendário,Regigigas,Regigigas,0,"420,0 kg (925.9 lbs)",Normal
"4,5 m (1409)",https://www.serebii.net/Shiny/SM/487.png,Este pokémon tem o  			poder de controlar as dimensões além do tempo e espaço. Vive num  			mundo reverso ao nosso. Ele foi banido para lá por ser violento.  			Aparentemente lá é um antigo cemitério.,Pokémon Renegado,https://pokemythology.net/conteudo/imgs/dw/487.png,Lendário,Giratina (Forma Alterada),Giratina,0,"750,0 kg (1653.4 lbs)",Fantasma/Dragão
"6,9 m (2208)",https://www.serebii.net/Shiny/SM/487-o.png,"Enquanto está em seu  			mundo reverso, onde a realidade é distorcida, permanece em sua forma  			de origem. Quando ele viaja para outras dimensões, assume sua forma  			alterada, devido a mudança de gravidade.",Pokémon Renegado,https://pokemythology.net/conteudo/imgs/dw/487-origin.png,Lendário,Giratina (Forma Origem),Giratina,0,"650,0 kg (1433.0 lbs)",Fantasma/Dragão
"1,5 m (411)",https://www.serebii.net/Shiny/SM/488.png,"Cresselia representa  			a lua crescente. Todo aquele que dormir segurando uma de suas penas,  			terá garantido sonhos muito felizes. Ela pode curar as pessoas que  			sofrem com os pesadelos de Darkrai.",Pokémon Lunar,https://pokemythology.net/conteudo/imgs/dw/488.png,Lendário,Cresselia,Kureseria,0,"85,6 kg (188.7 lbs)",Psíquico
"0,4 m (104)",https://www.serebii.net/Shiny/SM/489.png,"Enquanto nada em  			águas quente, ele infla o saco de flutuação em sua cabeça para  			navegar tranquilamente pelo mar. Ele tem o poder de criar um orvalho  			capaz de curar qualquer tipo de doença.",Pokémon à Deriva do Mar,https://pokemythology.net/conteudo/imgs/dw/489.png,Lendário,Phione,Fione,0,"3,1 kg (6.8 lbs)",Água
"0,3 m (100)",https://www.serebii.net/Shiny/SM/490.png,Logo no começo de sua  			vida e já tem um poder extraordinário que lhe permite criar vínculos  			com qualquer tipo de pokémon. Ele tem o poder de trocar os corpos de  			pessoas e pokémons.,Pokémon Viagem Marítima,https://pokemythology.net/conteudo/imgs/dw/490.png,Lendário,Manaphy,Manaphy,0,"1,4 kg (3.1 lbs)",Água
"1,5 m (411)",https://www.serebii.net/Shiny/SM/491.png,"Ele persegue as  			pessoas e os pokémons causando-lhes profundos pesadelos. Caso  			queira, pode fazer o seu corpo se tornar um vulto no chão e se  			locomover neste estado.",Pokémon Breu,https://pokemythology.net/conteudo/imgs/dw/491.png,Lendário,Darkrai,Darkrai,0,"50,5 kg (111.3 lbs)",Noturno
"0,2 m (008)",https://www.serebii.net/Shiny/SM/492.png,"Este pokémon é capaz  			de transmitir sentimentos de gratidão. Ele pode dissolver as toxinas  			do ar absorvendo-as com suas flores, purificando o lugar.",Pokémon Gratidão,https://pokemythology.net/conteudo/imgs/dw/492.png,Lendário,Shaymin (Forma da Terra),Sheimi,0,"2,1 kg (4.6 lbs)",Planta
"0,4 m (104)",https://www.serebii.net/Shiny/SM/492-s.png,"Ao entrar em contato  			com o pólen das flores Gracidea, seu corpo muda de aparência,  			adquirindo a habilidade de voar pelos céus. Entretanto, ele  			reverterá de volta a sua forma terrena em locais frios ou escuros.",Pokémon Gratidão,https://pokemythology.net/conteudo/imgs/dw/492-sky.png,Lendário,Shaymin (Forma do Céu),Sheimi,0,"5,2 kg (11.5 lbs)",Planta/Voador
"3,2 m (1006)",https://www.serebii.net/Shiny/SM/493.png,"É descrito na  			mitologia como o pokémon que deu forma ao universo com os seus mil  			braços. Arceus possui 16 placas de vida que podem alterar o seu tipo  			para qualquer outro existente, tornando-o um pokémon supremo.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Normal
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-water.png,"Enquanto está  			submerso no mar ou precisa seguir caminho a nado, Arceus muda para  			esta forma, para que assim consiga adaptar melhor o seu corpo à  			água.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-water.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Água
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-fire.png,"Enquanto permanecer  			nesta forma, Arceus poderá resistir a temperaturas de alto calor,  			sendo esta a principal razão para ele se transformar nesta  			aparência.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-fire.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Fogo
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-ice.png,"Esta é a forma que  			Arceus prefere utilizar quando precisa atravessar fortes nevascas,  			devido ao fato de ser mais resistente às baixas temperaturas.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-ice.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Gelo
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-electric.png,"Ao adquirir esta  			aparência, Arceus pode controlar raios de eletricidade. O corpo dele  			fica mais energético, sendo resistente a paralisias.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-electric.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Elétrico
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-grass.png,Quando Arceus muda  			para esta forma o seu corpo passa a ter um comportamento parecido  			com o das plantas. Ela garante sua sobrevivência mesmo em locais  			poluídos.,Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-grass.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Planta
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-flying.png,"Para aperfeiçoar os  			seus movimentos aéreos, Arceus altera seu corpo para esta forma.  			Essencial quando quer voar livremente e em alta velocidade.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-flying.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Voador
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-ground.png,Forma mais apropriada  			quando é preciso escavar ou viajar para o subterrâneo. É a sua  			principal defesa contra raios de eletricidade.,Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-ground.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Terra
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-rock.png,"Quando está nesta  			forma, seu corpo adota um aspecto mais inorgânico. Isso mantém o seu  			corpo conservado ainda que fique parado durante anos.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-rock.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Pedra
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-fighting.png,"Para renovar o seu  			espírito de luta, Arceus assume esta aparência. Ela gera um maior  			equilíbrio entre corpo e mente, melhorando os seus golpes físicos.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-fighting.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Lutador
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-poison.png,"Esta forma altera o  			metabolismo do corpo de Arceus, permitindo que ele consiga resistir  			a diversas substâncias químicas que por ventura possam vir a  			prejudicar a sua saúde.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-poison.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Veneno
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-psychic.png,"Quando necessita  			aprimorar os seus poderes psíquicos, Arceus adota essa forma. Com  			ela, ele manipula mais naturalmente seus poderes paranormais.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-psychic.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Psíquico
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-ghost.png,Corpos físicos em seu  			caminho não serão obstáculos para Arceus quando está nesta forma.  			Ele assume um espírito de fantasma.,Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-ghost.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Fantasma
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-dragon.png,"Quando está sendo  			desafiado por forças de diferentes elementos, Arceus prefere alterar  			para esta forma, adquirindo a natureza dos pokémons dragões.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-dragon.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Dragão
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-bug.png,Assume essa forma  			principalmente para adquirir as habilidades especiais que  			normalmente só os insetos possuem na natureza.,Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-bug.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Inseto
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-dark.png,"Quando forças  			psíquicas muito poderosas estão indo contra Arceus, ele alterna para  			esta forma, ficando completamente imune a elas.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-dark.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Noturno
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-steel.png,"Quando quer que seu  			corpo físico fique mais resistente, esta é a forma perfeita para  			Arceus. Geralmente ele a utiliza como defesa para diversos ataques.",Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-steel.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Metálico
"3,2 m (1006)",https://pokemythology.net/conteudo/imgs/sprites/gen6shiny/493-fairy.png,Com essa forma Arceus  			é capaz de despertar os poderes encantados que há em seu interior e  			contra-atacar com um tipo misterioso de magia.,Pokémon Alfa,https://pokemythology.net/conteudo/imgs/dw/493-fairy.png,Lendário,Arceus,Aruseusu,0,"320,0 kg (705.5 lbs)",Fada
"0,4 m (104)",https://www.serebii.net/Shiny/SM/494.png,"Dizem que Victini traz vitória aos treinadores. Ele pode criar uma  			energia ilimitada em seu corpo, a qual compartilha com quem o toca.",Pokémon Vitória,https://pokemythology.net/conteudo/imgs/dw/494.png,Lendário,Victini,Victini,0,"4,0 kg (8.8 lbs)",Psíquico/Fogo
